numero;fecha;referencia;id;codigo_vendedor
151;2011-03-09;C000CC0009;34050;9
152;2011-03-23;P0000P0042;109594;9
153;2011-03-23;P00PPP0052;109594;9
154;2011-03-20;B0000A0031;35407;9
155;2011-03-20;B0000A0024;35407;9
156;2011-03-20;B000AA0033;35407;9
157;2011-03-23;B0000A0022;109594;9
158;2011-03-23;B0000A0026;109594;9
159;2011-03-24;B000AA0034;109594;9
160;2011-03-29;B0000A0019;109828;9
161;2011-03-28;C000CC0004;46700;4
162;2011-03-28;C000CC0016;46700;4
163;2011-04-03;B0000A0031;27361;9
164;2011-04-07;B000AA0032;109738;9
165;2011-04-08;P00PPP0056;69618;8
166;2011-04-08;P00PPP0052;72374;8
167;2011-04-12;B0000A0031;72374;4
168;2011-04-12;B0000A0030;72374;4
169;2011-04-12;B0000A0028;72374;4
170;2011-04-12;B0000A0027;72374;4
171;2011-04-08;B0000A0022;27802;9
172;2011-04-08;B0000A0030;27802;9
173;2011-04-13;B0000A0031;55810;9
174;2011-04-13;B000AA0034;55810;9
175;2011-04-13;B0000A0022;55810;9
176;2011-03-31;C000CC0016;90821;4
177;2011-04-06;C000CC0004;30329;4
178;2011-03-16;C000CC0062;41347;11
179;2011-04-11;C000CC0062;72374;4
180;2011-04-11;C000CC0004;72374;4
181;2011-04-13;C000CC0017;829;4
182;2011-04-20;B0000A0022;46700;9
183;2011-04-20;B0000A0019;46700;9
184;2011-04-20;B0000A0031;46700;9
185;2011-04-20;B000AA0034;46700;9
186;2011-03-03;C0000C0063;72374;8
187;2011-03-03;C0000C0063;72374;8
188;2011-03-03;C0000C0064;72374;8
189;2011-03-04;C0000C0065;49232;9
190;2011-03-04;C0000C0063;49232;9
191;2011-03-05;C0000C0066;90399;9
192;2011-03-05;C0000C0067;2;9
193;2011-03-05;C0000C0067;2;9
194;2011-03-05;C0000C0068;2;9
195;2011-03-09;C0000C0069;2;9
196;2011-03-09;C0000C0069;2;9
197;2011-03-05;C0000C0063;106737;9
198;2011-03-21;C0000C0070;35407;11
199;2011-03-21;C0000C0071;35407;11
200;2011-03-21;C0000C0072;35407;11
201;2011-03-21;C0000C0073;35407;11
202;2011-03-21;C0000C0069;10978;11
203;2011-04-12;C0000C0072;10978;4
204;2011-03-31;C0000C0069;90821;4
205;2011-03-31;C0000C0069;90821;4
206;2011-03-31;C0000C0067;90821;4
207;2011-03-31;C0000C0074;109738;4
208;2011-04-08;C0000C0073;27802;4
209;2011-04-13;C0000C0063;829;4
210;2011-04-20;C0000C0069;31024;4
211;2011-05-01;P0PPPP0058;109594;8
212;2011-05-01;P00PPP0053;109594;8
213;2011-05-05;P00PPP0053;74802;8
214;2011-04-27;C0000C0075;34525;4
215;2011-05-05;P00PPP0055;74802;8
216;2011-04-28;C0000C0064;73841;4
217;2011-04-28;C0000C0074;73841;4
218;2011-04-28;C0000C0074;73841;4
219;2011-04-28;C0000C0071;73841;4
220;2011-05-05;P00PPP0054;93165;8
221;2011-05-05;P00PPP0055;93165;8
222;2011-04-28;C0000C0076;73841;4
223;2011-04-29;C000CC0062;34050;4
224;2011-04-29;C000CC0062;34050;4
225;2011-04-29;C000CC0014;34050;4
226;2011-04-29;C000CC0014;34050;4
227;2011-05-03;C0000C0066;13894;4
228;2011-05-04;C0000C0073;72374;4
229;2011-05-04;C0000C0077;72374;4
230;2011-05-04;C0000C0078;72374;4
231;2011-05-04;C0000C0078;72374;4
232;2011-04-27;B0000A0019;34525;9
233;2011-04-27;B0000A0020;34525;9
234;2011-04-27;B0000A0024;34525;9
235;2011-04-27;B0000A0031;34525;9
236;2011-05-11;B0000A0022;83845;9
237;2011-05-11;B000AA0034;83845;9
238;2011-05-05;C0000C0003;74802;9
239;2011-05-05;C0000C0003;74802;9
240;2011-05-05;C0000C0063;74802;9
241;2011-05-05;C0000C0063;74802;9
242;2011-05-13;C0000C0079;27125;9
243;2011-05-14;C0000C0003;55810;9
244;2011-05-14;C0000C0079;55810;9
245;2011-05-14;C0000C0079;100535;9
246;2011-05-15;C0000C0063;111899;9
247;2011-05-16;C0000C0079;82829;9
248;2011-05-14;P0PPPP0058;109828;9
249;2011-05-14;P00PPP0055;109828;9
250;2011-05-14;P00PPP0053;109828;9
251;2011-05-14;P000PP0045;109828;9
252;2011-05-14;P0000P0036;109829;9
253;2011-05-23;B0000A0019;110341;9
254;2011-05-23;B0000A0020;110341;9
255;2011-05-23;C0000C0079;109080;9
256;2011-05-23;C0000C0074;82829;9
257;2011-05-25;C0000C0065;109019;9
258;2011-05-24;C0000C0003;97392;9
259;2011-05-28;C0000C0066;107220;9
260;2011-06-03;C0000C0075;109828;4
261;2011-06-09;C0000C0003;28776;10
262;2011-06-13;C0000C0063;113009;8
263;2011-06-17;C0000C0063;112275;8
264;2011-06-16;B0000A0029;27094;8
265;2011-06-16;B0000A0022;27094;8
266;2011-06-16;B000AA0034;27094;8
267;2011-06-20;C0000C0063;112206;8
268;2011-06-21;C0000C0063;79235;8
269;2011-06-21;C0000C0065;79235;8
270;2011-06-22;C0000C0063;112190;8
271;2011-06-23;B0000A0030;83911;8
272;2011-06-27;C0000C0064;55476;4
273;2011-06-27;C0000C0063;109560;4
274;2011-06-25;B0000A0020;55476;4
275;2011-06-25;B0000A0020;55476;4
276;2011-06-25;B0000A0020;83911;4
277;2011-06-25;B0000A0019;83911;4
278;2011-07-07;B0000A0020;90665;9
279;2011-07-07;B0000A0022;90665;9
280;2011-07-07;B0000A0029;90665;9
281;2011-07-07;B0000A0019;90665;9
282;2011-06-29;C0000C0063;1298;9
283;2011-06-30;C0000C0063;112662;9
284;2011-07-01;C0000C0063;27125;9
285;2011-07-01;C0000C0066;27125;9
286;2011-07-01;C0000C0074;71651;9
287;2011-07-01;C0000C0074;71651;9
288;2011-07-01;C0000C0074;71651;9
289;2011-07-01;C0000C0074;71651;9
290;2011-07-08;C0000C0076;90665;4
291;2011-07-08;C0000C0080;90665;4
292;2011-07-08;C0000C0066;90665;4
293;2011-07-08;C0000C0081;90665;4
294;2011-07-08;C0000C0063;110951;4
295;2011-07-01;C0000C0082;22330;4
296;2011-07-01;C0000C0067;71651;9
297;2011-07-01;C0000C0067;71651;9
298;2011-07-01;C0000C0063;82829;9
299;2011-07-11;C0000C0066;112557;9
300;2011-07-11;C0000C0003;103117;4
301;2011-06-20;B0000A0101;112206;9
302;2011-07-15;C0000C0063;111812;6
303;2011-07-15;C0000C0066;88512;6
304;0000-00-00;;0;32
305;0000-00-00;;0;32
306;2011-07-25;C0000C0003;71333;7
307;2011-07-25;C0000C0070;71333;7
308;2011-07-25;C0000C0075;71333;7
309;2011-07-26;C0000C0067;111240;7
310;2011-07-26;C0000C0076;109080;7
311;2011-07-26;C0000C0073;109080;7
312;2011-07-26;C0000C0071;109080;7
313;2011-07-26;C0000C0065;109080;7
314;2011-08-02;P00PPP0052;109080;7
315;2011-08-02;P00PPP0055;109080;7
316;2011-08-02;P00PPP0053;109080;7
317;2011-08-02;P00PPP0056;109080;7
318;2011-08-02;P0000P0042;71333;7
319;2011-08-02;P000PP0049;71333;7
320;2011-08-02;P0000P0037;71333;7
321;2011-08-02;P0000P0041;71333;7
322;2011-08-05;C0000C0102;135;10
323;2011-08-06;C0000C0073;112360;10
324;2011-08-08;C0000C0103;33473;10
325;2011-08-05;B000AA0032;64493;10
326;2011-08-05;B0000A0030;64493;10
327;2011-08-28;B0000A0019;73553;10
328;2011-08-28;B0000A0022;73553;10
329;2011-08-28;B000AA0034;73553;10
330;2011-08-28;B0000A0027;73553;10
331;2011-09-09;PPPPPP0059;109828;10
332;2011-09-09;PPPPPP0061;109828;10
333;2011-09-05;B0000A0029;38284;10
334;2011-09-05;B0000A0022;38284;10
335;2011-09-07;B000AA0032;35232;10
336;2011-09-12;B0000A0020;111899;10
337;2011-09-12;B0000A0022;111899;10
338;2011-08-22;C0000C0066;113013;9
339;2011-08-22;C0000C0003;113013;9
340;2011-08-23;C0000C0066;112609;9
341;2011-08-27;C0000C0063;112355;9
342;2011-08-28;C0000C0063;83911;9
343;0000-00-00;;0;0
344;2011-08-28;C0000C0065;53237;9
345;2011-08-28;C0000C0065;53237;9
346;2011-09-02;C0000C0063;53237;9
347;2011-09-03;C000CC0011;35247;9
348;2011-09-03;C000CC0005;35247;9
349;2011-09-03;C000CC0062;35247;9
350;2011-09-03;C000CC0004;35247;9
351;2011-09-05;C0000C0102;113891;9
352;2011-09-05;C0000C0066;38284;9
353;2011-09-08;C0000C0073;73699;9
354;2011-09-12;C0000C0065;112376;9
355;2011-09-12;C0000C0071;112376;9
356;2011-09-16;C0000C0003;112122;10
357;2011-09-16;C0000C0065;112122;10
358;2011-09-16;C0000C0063;112122;10
359;2011-10-06;P0000P0039;110782;10
360;2011-10-06;P0000P0041;110782;10
361;2011-10-06;P000PP0047;110782;10
362;2011-10-06;P00PPP0055;110782;10
363;2011-10-14;C000CC0062;27361;10
364;2011-10-15;C0000C0104;8183;10
365;2011-10-27;C0000C0076;2;9
366;2011-10-27;C0000C0064;111812;9
367;2011-10-10;P000PP0045;106667;9
368;2011-10-10;P00PPP0054;106667;9
369;2011-10-10;B0000A0022;106667;9
370;2011-11-11;P0000P0035;55810;16
371;2011-11-11;P0000P0035;55810;16
372;2011-11-11;P000PP0045;55810;16
373;2011-11-08;C000CC0062;41377;7
374;2011-11-08;C000CC0008;41377;7
375;2011-11-08;C000CC0014;41377;7
376;2011-11-08;C0000C0063;41377;7
377;2011-11-09;C0000C0003;109114;7
378;2011-11-13;C0000C0079;110782;7
379;0000-00-00;;0;0
380;2011-11-12;C0000C0063;112915;7
381;2011-11-13;C0000C0064;113321;7
382;2011-11-13;C0000C0063;49498;7
383;2011-11-13;C0000C0003;49498;7
384;2011-11-13;B0000A0021;49498;7
385;2011-11-13;B0000A0020;113321;7
386;2011-11-13;B0000A0022;113321;7
387;2011-11-13;B0000A0031;113321;7
388;0000-00-00;;0;32
389;0000-00-00;;0;32
390;0000-00-00;;0;32
391;0000-00-00;;0;32
392;0000-00-00;;0;32
393;0000-00-00;;0;0
396;2011-11-14;C000CC0014;41377;7
394;0000-00-00;;0;32
395;2011-11-14;C0000C0075;41377;7
397;2011-11-14;C0000C0102;41377;7
398;2011-11-18;P00PPP0054;46672;7
399;2011-11-18;PPPPPP0060;46672;7
400;2011-11-18;P000PP0045;46672;7
401;2011-11-17;C0000C0066;113709;7
402;2011-11-18;C0000C0003;113716;7
403;2011-11-18;P00PPP0052;46672;7
404;0000-00-00;;0;32
405;0000-00-00;;0;32
406;0000-00-00;;0;32
2368;2015-11-23;C00CCC0366;52953;4
407;0000-00-00;;0;32
408;2011-07-24;E0000A0105;112360;16
409;2011-07-24;E0000A0110;54044;16
410;2011-07-24;E0000A0110;2;16
411;2011-07-24;E0000A0112;27361;16
412;2011-07-24;E0000A0112;27361;16
413;2011-07-24;E0000A0105;27361;16
414;2011-07-24;E0000A0105;27361;16
415;2011-07-24;E0000A0105;27361;16
416;2011-07-24;E0000A0105;27361;16
417;2011-07-24;E0000A0105;27361;16
418;2011-07-24;E00AAA0153;54044;16
419;2011-07-24;E00AAA0152;5855;16
420;2011-07-24;E000AA0131;5855;16
421;2011-07-24;E000AA0142;55810;16
422;2011-07-24;E0000A0117;55810;16
423;2011-07-24;E0000A0117;55810;16
424;2011-07-24;E000AA0141;41377;16
425;2011-07-24;E000AA0141;49232;16
426;2011-07-24;E000AA0133;8183;7
427;2011-07-24;E000AA0132;8183;7
428;2011-07-24;E00AAA0153;8183;7
429;2011-07-24;E00AAA0159;8183;7
430;2011-07-24;E00AAA0157;8183;7
431;2011-07-24;E000AA0131;8183;7
432;2011-07-24;E0000A0119;8183;7
433;2011-07-24;E0000A0119;8183;7
434;2011-07-24;E0000A0120;8183;7
435;2011-07-24;E00PPP0163;46700;7
436;2011-07-24;E0000A0117;46700;7
437;2011-07-24;E0000A0117;46700;7
438;2011-07-24;E00AAA0152;46700;7
439;2011-07-24;E000AA0143;46700;7
440;2011-07-24;E000AA0144;46700;7
441;2011-07-24;E000AA0144;46700;7
442;2011-07-24;E000AA0144;46700;7
443;2011-07-24;E0000A0121;2;7
444;2011-07-24;E0000A0121;2;7
445;2011-07-24;E0000A0121;2;7
446;2011-07-24;E0000P0126;2;7
447;2011-07-24;E0000P0126;2;7
448;2011-07-24;E0000P0126;2;7
449;2011-07-24;E0000P0126;2;7
450;2011-07-24;E0000P0126;2;7
451;2011-07-24;E00PPP0163;2;7
452;2011-07-24;E00PPP0163;2;7
453;2011-07-24;E000AA0145;2;7
454;2011-07-24;E0000C0127;2;7
455;2011-07-24;E0000C0127;2;7
456;2011-07-24;E0000A0122;2;7
457;2011-07-24;E00AAA0160;2;7
458;2011-07-24;E00AAA0160;2;7
459;2011-07-24;E000AA0146;2;7
460;2011-07-24;E000AA0146;2;7
461;2011-07-24;E000PP0149;2;7
462;2011-07-24;E000PP0149;2;7
463;2011-07-24;E000PP0149;2;7
464;2011-07-24;E000PP0149;2;7
465;2011-07-24;E000PP0149;2;7
466;2011-07-24;E00AAA0156;2;7
467;2011-07-24;E000AA0144;2;7
468;2011-07-24;E000AA0144;2;7
469;2011-07-24;E000AA0144;2;7
470;2011-07-24;E000AA0143;2;7
471;2011-07-24;E000AA0143;2;7
472;2011-07-24;E000AA0143;2;7
473;2011-07-24;E00AAA0161;2;7
474;2011-07-24;E0000A0123;2;7
475;2011-07-24;E0000A0123;2;7
476;2011-07-24;E0000A0123;2;7
477;2011-07-24;E0000A0123;2;7
478;2011-07-24;E0000A0123;2;7
479;2011-07-24;E0000A0123;2;7
480;2011-07-24;E0000A0123;2;7
481;2011-07-24;E0000A0123;2;7
482;2011-07-24;E0000A0123;2;7
483;2011-07-24;E0000A0123;2;7
484;2011-07-24;E0000A0123;2;7
485;2011-07-24;E0000A0123;2;7
486;2011-07-24;E0000A0123;2;7
487;2011-07-24;E0000A0123;2;7
488;2011-07-24;E0000A0123;2;7
489;2011-07-24;E000AA0147;89984;7
490;2011-07-24;E000AA0147;89984;7
491;2011-07-24;E0000C0127;71651;7
492;2011-07-24;E0000C0127;71651;7
493;2011-07-24;E00AAA0160;71651;7
494;2011-07-24;E00AAA0160;71651;7
495;2011-07-24;E00AAA0160;34332;7
496;2011-07-24;E00AAA0160;34332;7
497;2011-07-24;E0000C0127;102763;7
498;2011-07-24;E0000C0127;102763;7
499;2011-07-24;E0000C0127;100155;7
500;2011-07-24;E0000C0127;35232;7
501;2011-07-24;E0000C0127;35232;7
502;2011-07-24;E00AAA0160;35232;7
503;2011-07-24;E000PP0150;35232;7
504;2011-07-24;E0000A0116;41377;7
505;2011-07-24;E0000A0120;41377;7
506;2011-07-24;E000AA0143;41377;7
507;2011-07-24;E000AA0143;34473;7
508;2011-07-24;E00AAA0151;30329;16
509;2011-07-24;E000AA0130;30329;16
510;2011-07-24;E00PPP0162;30329;16
511;2011-07-24;E00AAA0156;30329;16
512;2011-07-24;E000AA0139;30329;16
513;2011-07-24;E00AAA0152;30329;16
514;2011-07-24;E0000P0124;30329;16
515;2011-07-24;E0000P0124;30329;16
516;2011-07-24;E0000P0124;30329;16
517;2011-07-24;E0000P0124;30329;16
518;2011-07-24;E0000P0124;30329;16
519;2011-07-24;E000AA0134;109211;16
520;2011-07-24;E0000A0118;109738;16
521;2011-07-24;E00AAA0153;119732;16
522;2011-07-24;E000AA0142;119732;16
523;2011-07-24;E0000A0116;119732;16
524;2011-07-24;E0000A0116;119732;16
525;2011-07-24;E000AA0140;88512;16
526;2011-07-24;E0000A0110;71714;16
527;2011-07-24;E000AA0134;71714;16
528;2011-07-24;E000AA0132;71714;16
529;2011-07-24;E000AA0133;71714;16
530;2011-07-24;E000AA0133;71714;16
531;2011-07-24;E000AA0134;111484;16
532;2011-07-24;E0000A0110;111484;16
533;2011-07-24;E00AAA0152;73841;16
534;2011-07-24;E00AAA0154;73841;16
535;2011-07-24;E0000A0106;99768;16
536;2011-07-24;E000AA0128;99768;16
537;2011-07-24;E000AA0128;106667;16
538;2011-07-24;E00AAA0151;106667;16
539;2011-07-24;E000AA0130;71098;16
540;2011-07-24;E000AA0130;71098;16
541;2011-07-24;E000AA0137;71098;16
542;2011-07-24;E000AA0134;71098;16
543;2011-07-24;E0000A0112;100279;16
544;2011-07-24;E0000A0111;45810;16
545;2011-07-24;E0000A0111;45810;16
546;2011-07-24;E000AA0134;45810;16
547;2011-07-24;E000AA0140;41440;16
548;2011-07-24;E000AA0140;97295;16
549;2011-07-24;E0000A0110;73553;16
550;2011-07-24;E00AAA0158;73553;16
551;2011-07-24;E0000A0107;102763;16
552;2011-07-24;E00PPP0162;102763;16
553;2011-07-24;E00PPP0162;111240;16
554;2011-07-24;E000AA0130;111240;16
555;0000-00-00;;0;0
556;2011-07-24;E0000A0112;111240;16
557;2011-07-24;E000AA0130;90821;16
558;2011-07-24;E00PPP0162;90821;16
559;2011-07-24;E00AAA0157;90821;16
560;2011-07-24;E0000A0116;90821;16
561;2011-07-24;E0000A0110;90821;16
562;2011-07-24;E000AA0140;90821;16
563;2011-07-24;E000AA0140;90821;16
564;2011-07-24;E000AA0140;90821;16
565;2011-07-24;E000AA0140;90821;16
566;2011-07-24;E000AA0140;90821;16
567;2011-07-24;E0000A0113;90821;16
568;2011-07-24;E0000A0113;90821;16
569;2011-07-24;E0000A0113;90821;16
570;2011-07-24;E0000A0113;90821;16
571;2011-07-24;E0000A0113;90821;16
572;2011-07-24;E0000A0113;90821;16
573;2011-07-24;E0000A0113;90821;16
574;2011-07-24;E0000A0113;90821;16
575;2011-07-24;E0000A0113;90821;16
576;2011-07-24;E0000A0113;90821;16
577;2011-07-24;E000AA0130;27125;16
578;2011-07-24;E00PPP0162;27125;16
579;2011-07-24;E0000A0112;101680;16
580;2011-07-24;E000AA0141;101680;16
581;2011-07-24;E0000A0107;101680;16
582;2011-07-24;E0000A0107;101680;16
583;2011-07-24;E0000A0115;101680;16
584;2011-07-24;E0000A0115;101680;16
585;2011-07-24;E0000A0105;30329;16
586;2011-07-24;E0000A0105;30329;16
587;2011-07-24;E0000A0105;30329;16
588;2011-07-24;E0000A0105;30329;16
589;2011-07-24;E0000A0105;30329;16
590;2011-07-24;E0000A0105;30329;16
591;0000-00-00;;0;0
592;2011-07-24;E0000A0106;30329;16
593;2011-07-24;E0000A0106;30329;16
594;2011-07-24;E0000A0106;30329;16
595;2011-07-24;E0000A0106;30329;16
596;2011-07-24;E0000A0106;30329;16
597;2011-07-24;E0000A0106;30329;16
598;2011-07-24;E0000A0106;30329;16
599;2011-07-24;E0000A0106;30329;16
600;2011-07-24;E0000A0106;30329;16
601;2011-07-24;E0000A0106;30329;16
602;2011-07-24;E00AAA0151;2;16
603;2011-07-24;E000AA0128;2;16
604;2011-07-24;E000AA0129;2;16
605;2011-07-24;E0000A0105;2;16
606;2011-07-24;E0000A0106;2;16
607;2011-07-24;E00PPP0162;2;16
608;2011-07-24;E0000A0107;2;16
609;2011-07-24;E000PP0148;2;16
610;2011-07-24;E000AA0130;2;16
611;2011-07-24;E0000P0124;2;16
612;2011-07-24;E00AAA0155;2;16
613;2011-07-24;E000AA0135;2;16
614;2011-07-24;E00AAA0152;2;16
615;2011-07-24;E000AA0131;2;16
616;2011-07-24;E000AA0134;2;16
617;2011-07-24;E00AAA0156;2;16
618;2011-07-24;E000AA0137;2;16
619;2011-07-24;E000AA0136;2;16
620;2011-07-24;E0000A0112;2;16
621;2011-07-24;E0000A0112;2;16
622;2011-07-24;E0000P0125;2;16
623;2011-07-24;E0000P0125;2;16
624;2011-07-24;E0000P0125;2;16
625;2011-07-24;E0000A0111;2;16
626;2011-07-24;E0000A0111;2;16
627;2011-07-24;E0000A0111;2;16
628;2011-07-24;E0000A0111;2;16
629;2011-07-24;E0000A0111;2;16
630;2011-07-24;E0000A0111;2;16
631;2011-07-24;E0000A0111;2;16
632;2011-07-24;E0000A0111;2;16
633;2011-07-24;E0000A0111;2;16
634;2011-07-24;E0000A0111;2;16
635;2011-07-24;E00AAA0151;27361;16
636;2011-07-24;E000AA0128;27361;16
637;2011-07-24;E000AA0128;27361;16
638;2011-07-24;E0000A0106;27361;16
639;2011-07-24;E0000A0106;27361;16
640;2011-07-24;E0000A0106;27361;16
641;2011-07-24;E0000P0124;27361;16
642;2011-07-24;E0000P0124;27361;16
643;2011-07-24;E0000P0124;27361;16
644;2011-07-24;E0000P0124;27361;16
645;2011-07-24;E0000P0124;27361;16
646;0000-00-00;;0;0
647;2011-07-24;E000PP0148;27361;16
648;2011-07-24;E0000A0107;27361;16
649;2011-07-24;E000AA0130;27361;16
650;2011-07-24;E00PPP0162;27361;16
651;2011-07-24;E0000A0109;27361;16
652;2011-07-24;E0000A0109;27361;16
653;2011-07-24;E00AAA0155;27361;16
654;2011-07-24;E0000A0110;27361;16
655;2011-07-24;E0000P0125;27361;16
656;2011-07-24;E0000P0125;27361;16
657;2011-07-24;E000AA0138;27361;16
658;2011-07-24;E0000A0116;27361;16
659;2011-07-24;E0000A0116;27361;16
660;2011-07-24;E000AA0134;27361;16
661;2011-07-24;E000AA0134;27361;16
662;2011-07-24;E00AAA0156;27361;16
663;2011-07-24;E000AA0136;27361;16
664;2011-07-24;E00AAA0157;27361;16
665;2011-07-24;E0000A0111;27361;16
666;2011-07-24;E0000A0111;27361;16
667;2011-07-24;E0000A0111;27361;16
668;2011-07-24;E0000A0114;27361;16
669;2011-07-24;E0000A0114;27361;16
